Date,Location,LocationID,Parameter,Units,Value
8/6/2015 2:55,Shuswap_Well,SW,Temp,C,18.4
8/7/2015 8:55,Shuswap_Well,SW,Temp,C,18.2
8/8/2015 1:10,Shuswap_Well,SW,Temp,C,18.8
8/9/2015 11:05,Shuswap_Well,SW,Temp,C,18.6
8/10/2015 10:50,Shuswap_Well,SW,Temp,C,18.8
8/11/2015 10:00,Shuswap_Well,SW,Temp,C,19.1
8/12/2015 9:10,Shuswap_Well,SW,Temp,C,18.8
8/13/2015 2:00,Shuswap_Well,SW,Temp,C,19.5
8/14/2015 8:45,Shuswap_Well,SW,Temp,C,18.9
8/15/2015 9:15,Shuswap_Well,SW,Temp,C,18.7
8/16/2015 10:50,Shuswap_Well,SW,Temp,C,18.9
8/17/2015 11:00,Shuswap_Well,SW,Temp,C,19.2
8/18/2015 10:20,Shuswap_Well,SW,Temp,C,19.2
8/19/2015 10:45,Shuswap_Well,SW,Temp,C,19.3
8/20/2015 2:20,Shuswap_Well,SW,Temp,C,20
8/21/2015 10:20,Shuswap_Well,SW,Temp,C,19.3
8/22/2015 9:55,Shuswap_Well,SW,Temp,C,19.1
8/23/2015 9:48,Shuswap_Well,SW,Temp,C,19.2
8/24/2015 11:10,Shuswap_Well,SW,Temp,C,19.4
8/25/2015 11:00,Shuswap_Well,SW,Temp,C,19.2
8/26/2015 10:20,Shuswap_Well,SW,Temp,C,19.4
8/27/2015 10:45,Shuswap_Well,SW,Temp,C,19.4
8/28/2015 12:10,Shuswap_Well,SW,Temp,C,19.2
8/29/2015 9:00,Shuswap_Well,SW,Temp,C,19.1
8/30/2015 10:55,Shuswap_Well,SW,Temp,C,18.9
8/31/2015 11:05,Shuswap_Well,SW,Temp,C,19
9/1/2015 11:20,Shuswap_Well,SW,Temp,C,19
9/2/2015 9:50,Shuswap_Well,SW,Temp,C,18.7
9/3/2015 11:30,Shuswap_Well,SW,Temp,C,18.5
9/4/2015 8:40,Shuswap_Well,SW,Temp,C,18.3
9/5/2015 10:50,Shuswap_Well,SW,Temp,C,18.7
9/6/2015 2:45,Shuswap_Well,SW,Temp,C,19.5
9/7/2015 9:10,Shuswap_Well,SW,Temp,C,18.7
9/9/2015 3:00,Shuswap_Well,SW,Temp,C,18.6
9/10/2015 9:30,Shuswap_Well,SW,Temp,C,18.5
9/11/2015 11:00,Shuswap_Well,SW,Temp,C,18.5
9/12/2015 9:55,Shuswap_Well,SW,Temp,C,18.3
9/13/2015 10:45,Shuswap_Well,SW,Temp,C,18.2
9/14/2015 11:00,Shuswap_Well,SW,Temp,C,18.1
9/15/2015 3:00,Shuswap_Well,SW,Temp,C,18
9/16/2015 9:40,Shuswap_Well,SW,Temp,C,17.8
9/17/2015 1:40,Shuswap_Well,SW,Temp,C,17.8
9/18/2015 8:25,Shuswap_Well,SW,Temp,C,17.9
9/19/2015 11:20,Shuswap_Well,SW,Temp,C,17.8
9/20/2015 10:20,Shuswap_Well,SW,Temp,C,17.7
9/21/2015 9:45,Shuswap_Well,SW,Temp,C,17.5
9/22/2015 9:50,Shuswap_Well,SW,Temp,C,17.5
9/23/2015 9:50,Shuswap_Well,SW,Temp,C,17.8
9/24/2015 2:00,Shuswap_Well,SW,Temp,C,17.7
9/25/2015 10:00,Shuswap_Well,SW,Temp,C,17.5
9/26/2015 9:00,Shuswap_Well,SW,Temp,C,17.1
9/27/2015 8:45,Shuswap_Well,SW,Temp,C,17.2
9/28/2015 10:00,Shuswap_Well,SW,Temp,C,17.5
9/29/2015 10:05,Shuswap_Well,SW,Temp,C,17.4
9/30/2015 9:05,Shuswap_Well,SW,Temp,C,17.4
10/1/2015 10:50,Shuswap_Well,SW,Temp,C,17.3
10/2/2015 2:49,Shuswap_Well,SW,Temp,C,17.1
10/3/2015 10:30,Shuswap_Well,SW,Temp,C,17
10/4/2015 10:25,Shuswap_Well,SW,Temp,C,16.8
10/5/2015 11:15,Shuswap_Well,SW,Temp,C,16.9
10/6/2015 1:45,Shuswap_Well,SW,Temp,C,17
10/7/2015 10:40,Shuswap_Well,SW,Temp,C,16.8
10/8/2015 2:10,Shuswap_Well,SW,Temp,C,16.4
10/9/2015 10:00,Shuswap_Well,SW,Temp,C,16.6
10/10/2015 2:40,Shuswap_Well,SW,Temp,C,16.4
10/11/2015 3:00,Shuswap_Well,SW,Temp,C,16.3
10/12/2015 10:08,Shuswap_Well,SW,Temp,C,16.3
10/13/2015 10:15,Shuswap_Well,SW,Temp,C,16.3
10/14/2015 10:00,Shuswap_Well,SW,Temp,C,15.8
10/15/2015 8:50,Shuswap_Well,SW,Temp,C,15.7
10/16/2015 12:00,Shuswap_Well,SW,Temp,C,15.8
10/17/2015 12:40,Shuswap_Well,SW,Temp,C,15.9
10/18/2015 9:50,Shuswap_Well,SW,Temp,C,15.6
10/19/2015 10:00,Shuswap_Well,SW,Temp,C,15.6
10/20/2015 12:15,Shuswap_Well,SW,Temp,C,15.6
10/21/2015 12:40,Shuswap_Well,SW,Temp,C,15.5
10/22/2015 9:30,Shuswap_Well,SW,Temp,C,15.4
10/23/2015 10:30,Shuswap_Well,SW,Temp,C,15.6
10/24/2015 11:45,Shuswap_Well,SW,Temp,C,15.2
10/25/2015 10:45,Shuswap_Well,SW,Temp,C,15.2
10/26/2015 11:00,Shuswap_Well,SW,Temp,C,15.4
10/27/2015 3:00,Shuswap_Well,SW,Temp,C,15.2
10/28/2015 1:40,Shuswap_Well,SW,Temp,C,14.9
10/29/2015 9:45,Shuswap_Well,SW,Temp,C,14.9
10/30/2015 11:15,Shuswap_Well,SW,Temp,C,14.9
10/31/2015 10:45,Shuswap_Well,SW,Temp,C,14.9
11/1/2015 1:00,Shuswap_Well,SW,Temp,C,14.8
11/2/2015 2:50,Shuswap_Well,SW,Temp,C,14.7
11/3/2015 10:50,Shuswap_Well,SW,Temp,C,14.7
11/4/2015 11:10,Shuswap_Well,SW,Temp,C,14.6
11/5/2015 2:20,Shuswap_Well,SW,Temp,C,14.6
11/6/2015 8:00,Shuswap_Well,SW,Temp,C,14.5
11/7/2015 10:05,Shuswap_Well,SW,Temp,C,14.5
11/8/2015 12:20,Shuswap_Well,SW,Temp,C,14.2
11/9/2015 9:45,Shuswap_Well,SW,Temp,C,14.3
11/10/2015 3:00,Shuswap_Well,SW,Temp,C,14.1
11/11/2015 11:25,Shuswap_Well,SW,Temp,C,14.3
11/12/2015 10:00,Shuswap_Well,SW,Temp,C,14.3
11/13/2015 1:30,Shuswap_Well,SW,Temp,C,13.8
11/14/2015 10:55,Shuswap_Well,SW,Temp,C,13.8
11/15/2015 8:10,Shuswap_Well,SW,Temp,C,13.6
11/16/2015 11:10,Shuswap_Well,SW,Temp,C,13.5
11/17/2015 9:30,Shuswap_Well,SW,Temp,C,13.5
11/18/2015 12:30,Shuswap_Well,SW,Temp,C,13.4
11/19/2015 8:05,Shuswap_Well,SW,Temp,C,13.4
11/20/2015 10:45,Shuswap_Well,SW,Temp,C,13.3
11/21/2015 11:05,Shuswap_Well,SW,Temp,C,12.9
11/22/2015 9:50,Shuswap_Well,SW,Temp,C,13
11/23/2015 4:00,Shuswap_Well,SW,Temp,C,13.2
11/24/2015 10:10,Shuswap_Well,SW,Temp,C,13.2
11/25/2015 10:20,Shuswap_Well,SW,Temp,C,13.2
11/26/2015 11:20,Shuswap_Well,SW,Temp,C,13
11/27/2015 9:50,Shuswap_Well,SW,Temp,C,12.8
11/28/2015 10:10,Shuswap_Well,SW,Temp,C,13
11/29/2015 11:50,Shuswap_Well,SW,Temp,C,12.8
11/30/2015 11:50,Shuswap_Well,SW,Temp,C,11.2
12/1/2015 9:50,Shuswap_Well,SW,Temp,C,12.5
12/2/2015 2:00,Shuswap_Well,SW,Temp,C,12.8
12/3/2015 10:00,Shuswap_Well,SW,Temp,C,12.4
12/4/2015 10:25,Shuswap_Well,SW,Temp,C,12.4
12/5/2015 10:00,Shuswap_Well,SW,Temp,C,12.2
12/6/2015 9:15,Shuswap_Well,SW,Temp,C,12
12/7/2015 10:10,Shuswap_Well,SW,Temp,C,12.2
12/8/2015 11:15,Shuswap_Well,SW,Temp,C,11.9
12/9/2015 10:15,Shuswap_Well,SW,Temp,C,12.4
12/10/2015 11:45,Shuswap_Well,SW,Temp,C,16.7
12/11/2015 10:00,Shuswap_Well,SW,Temp,C,11.6
12/12/2015 1:00,Shuswap_Well,SW,Temp,C,11.6
12/13/2015 3:45,Shuswap_Well,SW,Temp,C,11.5
12/14/2015 2:30,Shuswap_Well,SW,Temp,C,11.5
12/15/2015 2:00,Shuswap_Well,SW,Temp,C,11.4
12/16/2015 10:15,Shuswap_Well,SW,Temp,C,11.5
12/17/2015 11:50,Shuswap_Well,SW,Temp,C,10.5
12/18/2015 10:55,Shuswap_Well,SW,Temp,C,10.2
12/19/2015 9:15,Shuswap_Well,SW,Temp,C,10.1
12/20/2015 11:30,Shuswap_Well,SW,Temp,C,10.1
12/21/2015 10:30,Shuswap_Well,SW,Temp,C,10.3
12/22/2015 10:30,Shuswap_Well,SW,Temp,C,9
12/23/2015 10:10,Shuswap_Well,SW,Temp,C,10.2
12/24/2015 10:50,Shuswap_Well,SW,Temp,C,10.1
12/25/2015 7:00,Shuswap_Well,SW,Temp,C,9.8
12/26/2015 10:30,Shuswap_Well,SW,Temp,C,9.6
12/27/2015 10:50,Shuswap_Well,SW,Temp,C,9.7
12/28/2015 10:00,Shuswap_Well,SW,Temp,C,9.4
12/29/2015 1:40,Shuswap_Well,SW,Temp,C,9.5
12/30/2015 2:50,Shuswap_Well,SW,Temp,C,9.5
12/31/2015 12:40,Shuswap_Well,SW,Temp,C,9.2
1/1/2016 8:35,Shuswap_Well,SW,Temp,C,9.4
1/2/2016 10:30,Shuswap_Well,SW,Temp,C,9.4
1/3/2016 11:30,Shuswap_Well,SW,Temp,C,9.1
1/4/2016 9:30,Shuswap_Well,SW,Temp,C,9.2
1/5/2016 10:15,Shuswap_Well,SW,Temp,C,9.2
1/6/2016 9:00,Shuswap_Well,SW,Temp,C,9.6
1/7/2016 10:15,Shuswap_Well,SW,Temp,C,9.1
1/8/2016 10:40,Shuswap_Well,SW,Temp,C,8.8
1/9/2016 9:20,Shuswap_Well,SW,Temp,C,8.8
1/10/2016 10:00,Shuswap_Well,SW,Temp,C,8.7
1/11/2016 7:50,Shuswap_Well,SW,Temp,C,9.2
1/12/2016 8:40,Shuswap_Well,SW,Temp,C,8.8
1/13/2016 2:00,Shuswap_Well,SW,Temp,C,8.8
1/14/2016 11:15,Shuswap_Well,SW,Temp,C,8.6
1/15/2016 11:10,Shuswap_Well,SW,Temp,C,8.7
1/16/2016 10:40,Shuswap_Well,SW,Temp,C,8.6
1/17/2016 12:30,Shuswap_Well,SW,Temp,C,8.4
1/18/2016 9:50,Shuswap_Well,SW,Temp,C,8.4
1/19/2016 9:15,Shuswap_Well,SW,Temp,C,8.8
1/20/2016 8:30,Shuswap_Well,SW,Temp,C,8.5
1/21/2016 12:00,Shuswap_Well,SW,Temp,C,8.3
1/22/2016 10:55,Shuswap_Well,SW,Temp,C,8.1
1/23/2016 9:30,Shuswap_Well,SW,Temp,C,8.2
1/24/2016 11:30,Shuswap_Well,SW,Temp,C,8.2
1/25/2016 10:00,Shuswap_Well,SW,Temp,C,8.6
1/26/2016 12:20,Shuswap_Well,SW,Temp,C,8.2
1/27/2016 10:30,Shuswap_Well,SW,Temp,C,8.1
1/28/2016 9:10,Shuswap_Well,SW,Temp,C,8
1/29/2016 9:15,Shuswap_Well,SW,Temp,C,8.5
1/30/2016 9:30,Shuswap_Well,SW,Temp,C,8
1/31/2016 11:30,Shuswap_Well,SW,Temp,C,8.2
2/1/2016 9:15,Shuswap_Well,SW,Temp,C,8.2
2/9/2016 11:36,Shuswap_Well,SW,Temp,C,8.6
2/10/2016 7:40,Shuswap_Well,SW,Temp,C,8.3
2/11/2016 11:30,Shuswap_Well,SW,Temp,C,8.4
2/12/2016 10:40,Shuswap_Well,SW,Temp,C,8.3
2/13/2016 9:35,Shuswap_Well,SW,Temp,C,8.1
2/14/2016 9:15,Shuswap_Well,SW,Temp,C,8.1
2/15/2016 8:45,Shuswap_Well,SW,Temp,C,8
2/16/2016 9:50,Shuswap_Well,SW,Temp,C,7.9
2/17/2016 8:00,Shuswap_Well,SW,Temp,C,8.3
2/18/2016 8:25,Shuswap_Well,SW,Temp,C,8.6
2/19/2016 1:05,Shuswap_Well,SW,Temp,C,8
2/20/2016 10:45,Shuswap_Well,SW,Temp,C,8
2/21/2016 10:15,Shuswap_Well,SW,Temp,C,8.4
2/22/2016 9:15,Shuswap_Well,SW,Temp,C,8.1
2/23/2016 11:10,Shuswap_Well,SW,Temp,C,8.6
2/24/2016 9:20,Shuswap_Well,SW,Temp,C,8.3
2/25/2016 11:00,Shuswap_Well,SW,Temp,C,8.6
2/26/2016 9:00,Shuswap_Well,SW,Temp,C,8.3
2/27/2016 12:00,Shuswap_Well,SW,Temp,C,8
2/28/2016 10:45,Shuswap_Well,SW,Temp,C,8.6
2/29/2016 10:30,Shuswap_Well,SW,Temp,C,8.6
3/1/2016 9:30,Shuswap_Well,SW,Temp,C,8.6
3/2/2016 9:00,Shuswap_Well,SW,Temp,C,8.2
3/3/2016 10:45,Shuswap_Well,SW,Temp,C,8.3
3/4/2016 10:10,Shuswap_Well,SW,Temp,C,8.9
3/5/2016 9:05,Shuswap_Well,SW,Temp,C,8.3
3/6/2016 12:15,Shuswap_Well,SW,Temp,C,8.8
3/7/2016 2:00,Shuswap_Well,SW,Temp,C,8.4
3/8/2016 9:00,Shuswap_Well,SW,Temp,C,8.4
3/9/2016 9:10,Shuswap_Well,SW,Temp,C,8.5
3/10/2016 2:30,Shuswap_Well,SW,Temp,C,8.6
3/11/2016 8:20,Shuswap_Well,SW,Temp,C,8.8
3/12/2016 9:20,Shuswap_Well,SW,Temp,C,9
3/13/2016 9:30,Shuswap_Well,SW,Temp,C,9
3/14/2016 8:40,Shuswap_Well,SW,Temp,C,8.8
3/15/2016 7:45,Shuswap_Well,SW,Temp,C,9.1
3/16/2016 11:30,Shuswap_Well,SW,Temp,C,9.3
3/17/2016 8:00,Shuswap_Well,SW,Temp,C,9.1
3/18/2016 9:45,Shuswap_Well,SW,Temp,C,9.4
3/19/2016 10:40,Shuswap_Well,SW,Temp,C,9.1
3/20/2016 10:45,Shuswap_Well,SW,Temp,C,9.3
3/21/2016 9:15,Shuswap_Well,SW,Temp,C,9.2
3/22/2016 10:25,Shuswap_Well,SW,Temp,C,9.3
3/23/2016 10:25,Shuswap_Well,SW,Temp,C,9.2
3/24/2016 8:10,Shuswap_Well,SW,Temp,C,9.4
3/25/2016 10:20,Shuswap_Well,SW,Temp,C,9.1
3/26/2016 10:25,Shuswap_Well,SW,Temp,C,9.1
3/27/2016 9:40,Shuswap_Well,SW,Temp,C,9.1
3/28/2016 11:20,Shuswap_Well,SW,Temp,C,9.3
3/29/2016 10:20,Shuswap_Well,SW,Temp,C,9.3
3/30/2016 8:40,Shuswap_Well,SW,Temp,C,9.4
3/31/2016 9:30,Shuswap_Well,SW,Temp,C,9.5
4/1/2016 10:45,Shuswap_Well,SW,Temp,C,9.5
4/2/2016 11:20,Shuswap_Well,SW,Temp,C,9.7
4/3/2016 10:15,Shuswap_Well,SW,Temp,C,9.7
4/4/2016 3:00,Shuswap_Well,SW,Temp,C,9.2
4/5/2016 8:50,Shuswap_Well,SW,Temp,C,9
4/6/2016 9:40,Shuswap_Well,SW,Temp,C,9.5
4/7/2016 10:40,Shuswap_Well,SW,Temp,C,9.3
4/8/2016 9:50,Shuswap_Well,SW,Temp,C,8.9
4/9/2016 9:30,Shuswap_Well,SW,Temp,C,9.3
4/10/2016 9:45,Shuswap_Well,SW,Temp,C,8.9
4/11/2016 8:10,Shuswap_Well,SW,Temp,C,9.5
4/12/2016 8:17,Shuswap_Well,SW,Temp,C,9.3
4/13/2016 10:00,Shuswap_Well,SW,Temp,C,8.9
4/14/2016 10:30,Shuswap_Well,SW,Temp,C,9.2
4/15/2016 9:40,Shuswap_Well,SW,Temp,C,9
4/16/2016 9:30,Shuswap_Well,SW,Temp,C,9.1
4/17/2016 8:45,Shuswap_Well,SW,Temp,C,8.7
4/18/2016 9:15,Shuswap_Well,SW,Temp,C,9
4/19/2016 9:35,Shuswap_Well,SW,Temp,C,9
4/20/2016 11:20,Shuswap_Well,SW,Temp,C,9
4/21/2016 1:15,Shuswap_Well,SW,Temp,C,9.3
4/22/2016 8:30,Shuswap_Well,SW,Temp,C,9.1
4/23/2016 8:20,Shuswap_Well,SW,Temp,C,8.8
4/24/2016 8:45,Shuswap_Well,SW,Temp,C,9.1
4/25/2016 10:30,Shuswap_Well,SW,Temp,C,9
4/26/2016 9:10,Shuswap_Well,SW,Temp,C,9.1
4/27/2016 9:50,Shuswap_Well,SW,Temp,C,9
4/28/2016 12:30,Shuswap_Well,SW,Temp,C,9.7
4/29/2016 8:40,Shuswap_Well,SW,Temp,C,9.2
4/30/2016 12:30,Shuswap_Well,SW,Temp,C,9.2
5/1/2016 8:45,Shuswap_Well,SW,Temp,C,9.4
5/2/2016 9:00,Shuswap_Well,SW,Temp,C,9.9
5/3/2016 11:30,Shuswap_Well,SW,Temp,C,10
5/4/2016 8:30,Shuswap_Well,SW,Temp,C,13.9
5/5/2016 10:30,Shuswap_Well,SW,Temp,C,9.5
5/6/2016 9:45,Shuswap_Well,SW,Temp,C,9.7
5/7/2016 8:45,Shuswap_Well,SW,Temp,C,9.3
5/8/2016 9:45,Shuswap_Well,SW,Temp,C,9.6
5/9/2016 8:10,Shuswap_Well,SW,Temp,C,9.7
5/10/2016 8:40,Shuswap_Well,SW,Temp,C,9.8
5/11/2016 11:00,Shuswap_Well,SW,Temp,C,9.8
5/12/2016 10:00,Shuswap_Well,SW,Temp,C,9.7
5/13/2016 9:30,Shuswap_Well,SW,Temp,C,9.9
5/14/2016 11:00,Shuswap_Well,SW,Temp,C,10.2
5/15/2016 9:30,Shuswap_Well,SW,Temp,C,10
5/16/2016 8:10,Shuswap_Well,SW,Temp,C,9.9
5/17/2016 9:00,Shuswap_Well,SW,Temp,C,9.9
5/18/2016 8:15,Shuswap_Well,SW,Temp,C,10
5/19/2016 8:30,Shuswap_Well,SW,Temp,C,10
5/20/2016 11:00,Shuswap_Well,SW,Temp,C,10.2
5/21/2016 10:50,Shuswap_Well,SW,Temp,C,10.1
5/22/2016 11:20,Shuswap_Well,SW,Temp,C,10.2
5/23/2016 9:50,Shuswap_Well,SW,Temp,C,10.4
5/24/2016 10:15,Shuswap_Well,SW,Temp,C,10.6
5/25/2016 8:15,Shuswap_Well,SW,Temp,C,10.6
5/26/2016 11:10,Shuswap_Well,SW,Temp,C,10.8
5/27/2016 10:00,Shuswap_Well,SW,Temp,C,10.8
5/28/2016 9:00,Shuswap_Well,SW,Temp,C,10.8
5/29/2016 9:45,Shuswap_Well,SW,Temp,C,11.3
5/30/2016 9:05,Shuswap_Well,SW,Temp,C,10.7
5/31/2016 12:15,Shuswap_Well,SW,Temp,C,11
6/1/2016 12:00,Shuswap_Well,SW,Temp,C,11.2
6/2/2016 9:30,Shuswap_Well,SW,Temp,C,11
6/3/2016 10:00,Shuswap_Well,SW,Temp,C,10.9
6/4/2016 8:45,Shuswap_Well,SW,Temp,C,11.1
6/5/2016 7:45,Shuswap_Well,SW,Temp,C,11.5
6/6/2016 9:20,Shuswap_Well,SW,Temp,C,11.4
6/7/2016 9:30,Shuswap_Well,SW,Temp,C,11.5
6/8/2016 8:30,Shuswap_Well,SW,Temp,C,11.6
6/9/2016 9:50,Shuswap_Well,SW,Temp,C,11.4
6/10/2016 11:00,Shuswap_Well,SW,Temp,C,11.3
6/11/2016 8:00,Shuswap_Well,SW,Temp,C,11.3
6/12/2016 9:20,Shuswap_Well,SW,Temp,C,11.3
6/13/2016 10:20,Shuswap_Well,SW,Temp,C,11.5
6/14/2016 12:30,Shuswap_Well,SW,Temp,C,11.7
6/15/2016 11:50,Shuswap_Well,SW,Temp,C,11.9
6/16/2016 9:40,Shuswap_Well,SW,Temp,C,11.7
6/18/2016 9:00,Shuswap_Well,SW,Temp,C,11.8
6/19/2016 8:55,Shuswap_Well,SW,Temp,C,11.8
6/20/2016 9:15,Shuswap_Well,SW,Temp,C,12
6/21/2016 9:25,Shuswap_Well,SW,Temp,C,12.2
6/22/2016 8:35,Shuswap_Well,SW,Temp,C,12.1
6/23/2016 10:15,Shuswap_Well,SW,Temp,C,12.4
6/24/2016 7:50,Shuswap_Well,SW,Temp,C,13
6/25/2016 9:30,Shuswap_Well,SW,Temp,C,12.6
6/26/2016 9:15,Shuswap_Well,SW,Temp,C,12.3
6/27/2016 9:20,Shuswap_Well,SW,Temp,C,12.3
6/28/2016 9:20,Shuswap_Well,SW,Temp,C,12.7
6/29/2016 9:20,Shuswap_Well,SW,Temp,C,12.6
6/30/2016 10:15,Shuswap_Well,SW,Temp,C,13.3
7/1/2016 8:00,Shuswap_Well,SW,Temp,C,13
7/2/2016 9:15,Shuswap_Well,SW,Temp,C,13.1
7/3/2016 7:40,Shuswap_Well,SW,Temp,C,13.1
7/4/2016 11:15,Shuswap_Well,SW,Temp,C,13.1
7/5/2016 9:05,Shuswap_Well,SW,Temp,C,13
7/6/2016 12:20,Shuswap_Well,SW,Temp,C,13.3
7/7/2016 10:30,Shuswap_Well,SW,Temp,C,13.4
7/8/2016 11:50,Shuswap_Well,SW,Temp,C,13.8
7/9/2016 11:10,Shuswap_Well,SW,Temp,C,13.4
7/10/2016 10:45,Shuswap_Well,SW,Temp,C,13.8
7/11/2016 12:00,Shuswap_Well,SW,Temp,C,13.6
7/12/2016 8:20,Shuswap_Well,SW,Temp,C,13.7
7/13/2016 8:10,Shuswap_Well,SW,Temp,C,13.4
7/14/2016 9:00,Shuswap_Well,SW,Temp,C,13.7
7/15/2016 11:15,Shuswap_Well,SW,Temp,C,14.1
7/16/2016 10:05,Shuswap_Well,SW,Temp,C,13.9
7/17/2016 9:50,Shuswap_Well,SW,Temp,C,14.1
7/18/2016 8:45,Shuswap_Well,SW,Temp,C,14.2
7/19/2016 9:50,Shuswap_Well,SW,Temp,C,14.4
7/20/2016 9:00,Shuswap_Well,SW,Temp,C,14.4
7/21/2016 9:10,Shuswap_Well,SW,Temp,C,14.2
7/22/2016 8:10,Shuswap_Well,SW,Temp,C,14.5
7/23/2016 9:15,Shuswap_Well,SW,Temp,C,14.5
7/24/2016 8:45,Shuswap_Well,SW,Temp,C,14.7
7/25/2016 8:50,Shuswap_Well,SW,Temp,C,14.7
7/26/2016 8:15,Shuswap_Well,SW,Temp,C,14.9
7/27/2016 8:10,Shuswap_Well,SW,Temp,C,14.8
7/28/2016 9:20,Shuswap_Well,SW,Temp,C,15
7/29/2016 8:20,Shuswap_Well,SW,Temp,C,15
7/30/2016 8:10,Shuswap_Well,SW,Temp,C,15.2
7/31/2016 9:45,Shuswap_Well,SW,Temp,C,15.3
8/1/2016 8:20,Shuswap_Well,SW,Temp,C,15.1
8/2/2016 8:45,Shuswap_Well,SW,Temp,C,15.1
8/3/2016 11:20,Shuswap_Well,SW,Temp,C,15.3
8/4/2016 8:15,Shuswap_Well,SW,Temp,C,15.8
8/5/2016 10:00,Shuswap_Well,SW,Temp,C,15.9
8/6/2016 8:30,Shuswap_Well,SW,Temp,C,16.1
8/7/2016 8:15,Shuswap_Well,SW,Temp,C,16.1
8/8/2016 8:25,Shuswap_Well,SW,Temp,C,16
8/9/2016 8:55,Shuswap_Well,SW,Temp,C,16.2
8/10/2016 11:20,Shuswap_Well,SW,Temp,C,16.6
8/11/2016 10:50,Shuswap_Well,SW,Temp,C,16.9
8/12/2016 9:00,Shuswap_Well,SW,Temp,C,16.8
8/13/2016 8:40,Shuswap_Well,SW,Temp,C,16.9
8/14/2016 8:30,Shuswap_Well,SW,Temp,C,16.9
8/15/2016 11:30,Shuswap_Well,SW,Temp,C,16.9
8/16/2016 11:35,Shuswap_Well,SW,Temp,C,17
8/17/2016 8:00,Shuswap_Well,SW,Temp,C,17.3
8/18/2016 9:20,Shuswap_Well,SW,Temp,C,17.3
8/19/2016 9:00,Shuswap_Well,SW,Temp,C,17.1
8/20/2016 8:15,Shuswap_Well,SW,Temp,C,17.3
8/21/2016 8:00,Shuswap_Well,SW,Temp,C,17.5
8/22/2016 11:05,Shuswap_Well,SW,Temp,C,17.3
8/23/2016 12:30,Shuswap_Well,SW,Temp,C,17.8
8/24/2016 8:40,Shuswap_Well,SW,Temp,C,17.7
8/25/2016 10:10,Shuswap_Well,SW,Temp,C,17.9
8/26/2016 7:45,Shuswap_Well,SW,Temp,C,18
8/27/2016 8:05,Shuswap_Well,SW,Temp,C,18.1
8/28/2016 8:00,Shuswap_Well,SW,Temp,C,18
8/29/2016 9:15,Shuswap_Well,SW,Temp,C,18.1
8/30/2016 10:20,Shuswap_Well,SW,Temp,C,18.3
8/31/2016 8:00,Shuswap_Well,SW,Temp,C,18.3
9/1/2016 9:15,Shuswap_Well,SW,Temp,C,18.3
9/2/2016 7:50,Shuswap_Well,SW,Temp,C,18.1
9/3/2016 1:40,Shuswap_Well,SW,Temp,C,18.2
9/4/2016 10:30,Shuswap_Well,SW,Temp,C,18
9/5/2016 10:38,Shuswap_Well,SW,Temp,C,18.1
9/6/2016 9:45,Shuswap_Well,SW,Temp,C,18.1
9/7/2016 9:46,Shuswap_Well,SW,Temp,C,18.1
9/8/2016 8:30,Shuswap_Well,SW,Temp,C,18.2
9/9/2016 11:10,Shuswap_Well,SW,Temp,C,18.2
9/10/2016 10:50,Shuswap_Well,SW,Temp,C,18.1
9/11/2016 7:55,Shuswap_Well,SW,Temp,C,17.9
9/12/2016 9:30,Shuswap_Well,SW,Temp,C,17.9
9/13/2016 8:10,Shuswap_Well,SW,Temp,C,17.9
9/14/2016 11:10,Shuswap_Well,SW,Temp,C,17.9
9/15/2016 9:45,Shuswap_Well,SW,Temp,C,17.9
9/16/2016 9:10,Shuswap_Well,SW,Temp,C,17.7
9/17/2016 10:00,Shuswap_Well,SW,Temp,C,17.7
9/18/2016 9:50,Shuswap_Well,SW,Temp,C,17.8
9/19/2016 9:25,Shuswap_Well,SW,Temp,C,17.5
9/20/2016 10:30,Shuswap_Well,SW,Temp,C,17.4
9/21/2016 8:00,Shuswap_Well,SW,Temp,C,17.4
9/22/2016 9:40,Shuswap_Well,SW,Temp,C,17.4
9/23/2016 12:15,Shuswap_Well,SW,Temp,C,17.7
9/24/2016 8:35,Shuswap_Well,SW,Temp,C,17.4
9/25/2016 9:10,Shuswap_Well,SW,Temp,C,17.3
9/26/2016 9:15,Shuswap_Well,SW,Temp,C,17.3
9/27/2016 9:00,Shuswap_Well,SW,Temp,C,17.2
9/28/2016 8:45,Shuswap_Well,SW,Temp,C,17.4
9/29/2016 10:15,Shuswap_Well,SW,Temp,C,17.3
9/30/2016 9:10,Shuswap_Well,SW,Temp,C,17.1
10/1/2016 10:45,Shuswap_Well,SW,Temp,C,17
10/2/2016 8:30,Shuswap_Well,SW,Temp,C,17
10/3/2016 1:15,Shuswap_Well,SW,Temp,C,16.9
10/8/2016 8:50,Shuswap_Well,SW,Temp,C,16.6
10/9/2016 9:10,Shuswap_Well,SW,Temp,C,16.4
10/10/2016 9:20,Shuswap_Well,SW,Temp,C,16.4
10/11/2016 9:50,Shuswap_Well,SW,Temp,C,16.4
10/12/2016 9:13,Shuswap_Well,SW,Temp,C,16.2
10/13/2016 10:20,Shuswap_Well,SW,Temp,C,16.6
10/14/2016 10:20,Shuswap_Well,SW,Temp,C,16.2
10/15/2016 12:40,Shuswap_Well,SW,Temp,C,16.3
10/16/2016 11:10,Shuswap_Well,SW,Temp,C,15.9
10/17/2016 8:50,Shuswap_Well,SW,Temp,C,15.9
